ID stanice;mesic detekce;druhy z roku detekce;hodnota rozdilu teplot
472;9;1963;2.5
472;10;1966;5.16452
474;1;1983;8.61613
474;1;2007;10.1355
474;3;2013;7.07097
474;3;2014;7.3
474;8;2015;5.1871
474;11;1994;6.34
478;1;2007;7.63871
478;2;1991;8.09643
478;2;1996;7.79926
478;2;1997;7.3064
478;2;2003;6.86786
478;2;2019;7.4
478;3;2013;7.7871
478;3;2014;8.6871
478;8;2015;5.29032
478;11;1994;6.77333
482;1;1963;8.38065
482;3;1962;6.96774
482;5;1965;2.87419
482;5;1969;2.73226
482;5;1970;2.9129
482;9;1973;3.97333
482;10;1966;5.47097
482;12;1970;9.90276
484;1;1983;8.93871
484;1;2007;10.3387
484;2;1991;8.90714
484;2;1996;8.17586
484;2;1997;6.91515
484;2;2003;8.11429
484;3;2013;7.31613
484;3;2014;7.9
484;7;1984;5.1
484;8;2015;5.45161
484;11;1994;6.03667
484;12;2011;8.83871
486;1;2007;10.6258
486;1;2018;8.65484
486;3;2013;6.79032
486;3;2014;6.85161
486;5;2019;5.44516
486;7;2011;4.13871
486;8;2015;5.30323
486;9;2007;3.91667
486;9;2010;4.68667
486;9;2016;3.68333
486;9;2017;4.45667
486;11;2006;3.44
486;11;2007;3.06333
486;11;2016;3.4
486;12;2011;8.26774
488;3;1972;4.39355
488;4;1974;2.86
488;5;1969;2.76452
488;5;1970;3.23871
488;5;1971;2.97742
488;6;1971;2.58
488;9;1973;3.62
488;9;1976;3.53333
488;11;1976;2.88333
490;1;1988;9.26129
490;1;2007;9.63871
490;3;2013;6.6129
490;3;2014;7.48065
490;5;1992;5.75161
490;5;2019;5.87742
490;7;1994;5.66129
490;8;2015;5.32903
490;10;1966;4.80968
490;11;1994;5.82
492;1;1983;9.58387
492;1;2007;11.1323
492;3;1962;6.92903
492;5;1987;4.41935
492;5;1991;4.34194
492;5;1992;4.68387
492;5;2019;4.98387
492;6;2004;4.78667
492;7;1984;4.91935
492;7;1996;4.52581
492;8;2015;5.31613
492;10;1966;5.99355
492;11;1994;6.02
492;12;2011;8.77419
494;1;1988;11.3774
494;4;1983;3.73667
494;5;1987;4.4871
494;5;1991;4.62258
494;5;1992;4.68387
494;6;1992;3.77667
494;7;1984;4.76452
494;11;1986;4.8
496;3;1972;4.32258
496;5;1969;2.87742
496;5;1970;2.90645
496;5;1971;2.52258
496;6;1971;2.14333
496;8;1972;2.54516
496;8;1976;2.52581
496;11;1976;2.89
498;3;1962;6.38065
498;3;2013;6.45161
498;3;2014;7.34194
498;5;2019;5.38065
498;9;1976;5.22333
498;11;1994;5.58
500;4;1966;3.06333
500;5;1965;3.31613
500;5;1966;2.6
500;6;1965;2.57667
500;7;1967;3.09032
500;8;1964;1.96452
500;9;1963;1.6
500;9;1966;1.68
500;9;1967;1.75667
500;11;1963;5.62174
502;1;1963;7.95161
502;2;1966;6.91786
502;3;1962;5.77742
502;5;1965;2.7
502;5;1966;2.48065
502;6;1965;2.53333
502;7;1963;3.19677
502;8;1964;1.4871
502;9;1962;2.47667
502;10;1966;6.22258
504;1;1988;10.6548
504;1;2007;9.52258
504;3;1962;6.22581
504;3;2013;6.12581
504;3;2014;7.35806
504;8;2015;5.15161
504;10;1966;4.96129
504;12;2011;7.76452
506;1;1988;10.6871
506;3;2014;7.90968
508;3;1977;7.24839
508;11;1994;6.20333
510;1;2018;5.77742
510;2;2018;6.08214
510;2;2019;6.18214
510;3;2018;4.51613
510;3;2019;4.26452
510;5;2019;5.77097
510;6;2020;3.78333
510;8;2015;4.64516
510;8;2016;4.69677
510;9;2023;4.19667
510;11;2016;3.68333
510;12;2016;4.82581
512;1;1988;10.9032
512;3;2013;7.17742
512;3;2014;7.62903
512;8;2015;4.7129
512;8;2016;4.40323
512;11;1994;6.34667
